auc	auc_diff	names	method	seed
0.75	0	Otu00097	rf	102
0.75	0	Otu00345	rf	102
0.75	0	Otu00177	rf	102
0.75	0	Otu00399	rf	102
0.75	0	Otu00263	rf	102
0.75	0	Otu01071	rf	102
0.75	0	Otu00430	rf	102
0.75	0	Otu00756	rf	102
0.75	0	Otu00062	rf	102
0.75	0	Otu00042	rf	102
0.75	0	Otu00882	rf	102
0.75	0	Otu00912	rf	102
0.75	0	Otu00518	rf	102
0.75	0	Otu00061	rf	102
0.75	0	Otu00298	rf	102
0.75	0	Otu00158	rf	102
0.75	0	Otu00252	rf	102
0.75	0	Otu00746	rf	102
0.75	0	Otu00821_1	rf	102
0.75	0	Otu00210	rf	102
0.75	0	Otu00628_1	rf	102
0.75	0	Otu00418	rf	102
0.75	0	Otu00873_1	rf	102
0.75	0	Otu01001	rf	102
0.75	0	Otu00693	rf	102
0.75	0	Otu00455	rf	102
0.75	0	Otu00811	rf	102
0.75	0	Otu01974_1	rf	102
0.75	0	Otu00867	rf	102
0.75	0	Otu00107	rf	102
0.75	0	Otu00420	rf	102
0.75	0	Otu00089	rf	102
0.75	0	Otu00388	rf	102
0.75	0	Otu00463	rf	102
0.75	0	Otu01341	rf	102
0.75	0	Otu00969	rf	102
0.75	0	Otu00242	rf	102
0.75	0	Otu01925_1	rf	102
0.75	0	Otu00160	rf	102
0.75	0	Otu00714	rf	102
0.75	0	Otu00386	rf	102
0.75	0	Otu00022	rf	102
0.75	0	Otu00131	rf	102
0.75	0	Otu00028	rf	102
0.75	0	Otu01019_1	rf	102
0.75	0	Otu00055	rf	102
0.75	0	Otu01157	rf	102
0.75	0	Otu00268	rf	102
0.75	0	Otu00452	rf	102
0.75	0	Otu00013	rf	102
0.75	0	Otu00343	rf	102
0.75	0	Otu01264	rf	102
0.75	0	Otu01035_1	rf	102
0.75	0	Otu01061	rf	102
0.75	0	Otu00188	rf	102
0.75	0	Otu00401_1	rf	102
0.75	0	Otu00442	rf	102
0.75	0	Otu00334	rf	102
0.75	0	Otu00667	rf	102
0.75	0	Otu00170	rf	102
0.75	0	Otu00012	rf	102
0.75	0	Otu00156	rf	102
0.75	0	Otu00226	rf	102
0.75	0	Otu00409	rf	102
0.75	0	Otu00090	rf	102
0.75	0	Otu00496	rf	102
0.75	0	Otu00083	rf	102
0.75	0	Otu00860	rf	102
0.75	0	Otu00530	rf	102
0.75	0	Otu00833	rf	102
0.75	0	Otu00008	rf	102
0.75	0	Otu00896	rf	102
0.75	0	Otu00106	rf	102
0.75	0	Otu00535	rf	102
0.75	0	Otu00695	rf	102
0.75	0	Otu00038	rf	102
0.75	0	Otu00976	rf	102
0.75	0	Otu02806_1	rf	102
0.75	0	Otu00311	rf	102
0.75	0	Otu00216	rf	102
0.75	0	Otu00597	rf	102
0.75	0	Otu00184	rf	102
0.75	0	Otu00726	rf	102
0.75	0	Otu00754	rf	102
0.75	0	Otu00259	rf	102
0.75	0	Otu00486	rf	102
0.75	0	Otu02208_1	rf	102
0.75	0	Otu00700	rf	102
0.75	0	Otu00020	rf	102
0.75	0	Otu00088	rf	102
0.75	0	Otu02280_1	rf	102
0.75	0	Otu00070	rf	102
0.75	0	Otu01010	rf	102
0.75	0	Otu01039	rf	102
0.75	0	Otu00914	rf	102
0.75	0	Otu00267	rf	102
0.75	0	Otu00282	rf	102
0.75	0	Otu00104	rf	102
0.75	0	Otu00128	rf	102
0.75	0	Otu00532	rf	102
0.75	0	Otu00791	rf	102
0.75	0	Otu00266	rf	102
0.75	0	Otu00478	rf	102
0.75	0	Otu02444_1	rf	102
0.75	0	Otu01322	rf	102
0.75	0	Otu00414	rf	102
0.75	0	Otu00049	rf	102
0.75	0	Otu01309	rf	102
0.75	0	Otu00112	rf	102
0.75	0	Otu00054	rf	102
0.75	0	Otu00176	rf	102
0.75	0	Otu00219	rf	102
0.75	0	Otu00284	rf	102
0.75	0	Otu00278	rf	102
0.75	0	Otu00884	rf	102
0.75	0	Otu00037	rf	102
0.75	0	Otu00358	rf	102
0.75	0	Otu00045	rf	102
0.75	0	Otu00411	rf	102
0.75	0	Otu01187	rf	102
0.75	0	Otu00066	rf	102
0.75	0	Otu00584	rf	102
0.75	0	Otu00076	rf	102
0.75	0	Otu00965	rf	102
0.75	0	Otu00060	rf	102
0.75	0	Otu00283	rf	102
0.75	0	Otu00842	rf	102
0.75	0	Otu00333	rf	102
0.75	0	Otu01288	rf	102
0.75	0	Otu00098	rf	102
0.75	0	Otu00568	rf	102
0.75	0	Otu01031	rf	102
0.75	0	Otu00199	rf	102
0.75	0	Otu01057	rf	102
0.75	0	Otu00449	rf	102
0.75	0	Otu00304	rf	102
0.75	0	Otu00963	rf	102
0.75	0	Otu00824	rf	102
0.75	0	Otu00349	rf	102
0.75	0	Otu01759_1	rf	102
0.75	0	Otu00924	rf	102
0.75	0	Otu00172	rf	102
0.75	0	Otu00025	rf	102
0.75	0	Otu00109	rf	102
0.75	0	Otu00065	rf	102
0.75	0	Otu00187	rf	102
0.75	0	Otu00196	rf	102
0.75	0	Otu00681	rf	102
0.75	0	Otu00508	rf	102
0.75	0	Otu00085	rf	102
0.75	0	Otu01629	rf	102
0.75	0	Otu00702	rf	102
0.75	0	Otu00567	rf	102
0.75	0	Otu00893	rf	102
0.75	0	Otu00162	rf	102
0.75	0	Otu00086	rf	102
0.75	0	Otu00729	rf	102
0.75	0	Otu00800	rf	102
0.75	0	Otu00445	rf	102
0.75	0	Otu01376_1	rf	102
0.75	0	Otu00270	rf	102
0.75	0	Otu00121	rf	102
0.75	0	Otu01053_1	rf	102
0.75	0	Otu00426	rf	102
0.75	0	Otu00795	rf	102
0.75	0	Otu00159	rf	102
0.75	0	Otu00116	rf	102
0.75	0	Otu00031	rf	102
0.75	0	Otu00254	rf	102
0.75	0	Otu00179	rf	102
0.75	0	Otu00136	rf	102
0.75	0	Otu01705	rf	102
0.75	0	Otu01049	rf	102
0.75	0	Otu00331	rf	102
0.75	0	Otu00666	rf	102
0.75	0	Otu01069	rf	102
0.75	0	Otu00146	rf	102
0.75	0	Otu00357	rf	102
0.75	0	Otu00389	rf	102
0.75	0	Otu01222	rf	102
0.75	0	Otu01782_1	rf	102
0.75	0	Otu00169	rf	102
0.75	0	Otu00763	rf	102
0.75	0	Otu00472	rf	102
0.75	0	Otu01241_1	rf	102
0.75	0	Otu01176	rf	102
0.75	0	Otu00864	rf	102
0.75	0	Otu01391	rf	102
0.75	0	Otu00391	rf	102
0.75	0	Otu00654	rf	102
0.75	0	Otu00664	rf	102
0.75	0	Otu00260	rf	102
0.75	0	Otu00323	rf	102
0.75	0	Otu00057	rf	102
0.75	0	Otu00626	rf	102
0.75	0	Otu00056	rf	102
0.75	0	Otu00249	rf	102
0.75	0	Otu00235	rf	102
0.75	0	Otu00663	rf	102
0.75	0	Otu00335	rf	102
0.75	0	Otu00010	rf	102
0.75	0	Otu00438	rf	102
0.75	0	Otu00859	rf	102
0.75	0	Otu00078	rf	102
0.75	0	Otu00346	rf	102
0.75	0	Otu00822	rf	102
0.75	0	Otu01254	rf	102
0.75	0	Otu00641	rf	102
0.75	0	Otu00152	rf	102
0.75	0	Otu00526	rf	102
0.75	0	Otu00920	rf	102
0.75	0	Otu00528	rf	102
0.75	0	Otu01248_1	rf	102
0.75	0	Otu00437	rf	102
0.75	0	Otu00691	rf	102
0.75	0	Otu00081	rf	102
0.75	0	Otu00035	rf	102
0.75	0	Otu00439	rf	102
0.75	0	Otu00434	rf	102
0.75	0	Otu00946	rf	102
0.75	0	Otu00511	rf	102
0.75	0	Otu00073	rf	102
0.75	0	Otu00776	rf	102
0.75	0	Otu00096	rf	102
0.75	0	Otu02139_1	rf	102
0.75	0	Otu00114	rf	102
0.75	0	Otu00180	rf	102
0.75	0	Otu00155	rf	102
0.75	0	Otu00183	rf	102
0.75	0	Otu00202	rf	102
0.75	0	Otu00512	rf	102
0.75	0	Otu00251	rf	102
0.75	0	Otu00307	rf	102
0.75	0	Otu00403	rf	102
0.75	0	Otu00898	rf	102
0.75	0	Otu00018	rf	102
0.75	0	Otu00687	rf	102
0.75	0	Otu01670	rf	102
0.75	0	Otu01136_1	rf	102
0.75	0	Otu00052	rf	102
0.75	0	Otu01741	rf	102
0.75	0	Otu00549	rf	102
0.75	0	Otu00014	rf	102
0.75	0	Otu00570	rf	102
0.75	0	Otu02443_1	rf	102
0.75	0	Otu00446	rf	102
0.75	0	Otu00844	rf	102
0.75	0	Otu00030	rf	102
0.75	0	Otu00238	rf	102
0.75	0	Otu00550	rf	102
0.75	0	Otu00809	rf	102
0.75	0	Otu00416	rf	102
0.75	0	Otu00538	rf	102
0.75	0	Otu00394	rf	102
0.75	0	Otu00490	rf	102
0.75	0	Otu01173	rf	102
0.75	0	Otu00934	rf	102
0.75	0	Otu00075	rf	102
0.75	0	Otu00465	rf	102
0.75	0	Otu00204	rf	102
0.75	0	Otu00736	rf	102
0.75	0	Otu00245	rf	102
0.75	0	Otu00940	rf	102
0.75	0	Otu00379	rf	102
0.75	0	Otu00353	rf	102
0.75	0	Otu00378	rf	102
0.75	0	Otu02475_1	rf	102
0.75	0	Otu00129	rf	102
0.75	0	Otu00024	rf	102
0.75	0	Otu00683	rf	102
0.75	0	Otu00517	rf	102
0.75	0	Otu00350	rf	102
0.75	0	Otu00281	rf	102
0.75	0	Otu00015	rf	102
0.75	0	Otu00261	rf	102
0.75	0	Otu00558	rf	102
0.75	0	Otu00336	rf	102
0.75	0	Otu00810	rf	102
0.75	0	Otu00322	rf	102
0.75	0	Otu00569	rf	102
0.75	0	Otu00195	rf	102
0.75	0	Otu00032	rf	102
0.75	0	Otu00141_1	rf	102
0.75	0	Otu00565	rf	102
0.75	0	Otu00220	rf	102
0.75	0	Otu00126	rf	102
0.75	0	Otu00792	rf	102
0.75	0	Otu00135	rf	102
0.75	0	Otu01539_1	rf	102
0.75	0	Otu00197	rf	102
0.75	0	Otu00994	rf	102
0.75	0	Otu01122	rf	102
0.75	0	Otu01074	rf	102
0.75	0	Otu00047	rf	102
0.75	0	Otu01123	rf	102
0.75	0	Otu02469_1	rf	102
0.75	0	Otu00970	rf	102
0.75	0	Otu00536	rf	102
0.75	0	Otu00590	rf	102
0.75	0	Otu00314	rf	102
0.75	0	Otu00102	rf	102
0.75	0	Otu00264	rf	102
0.75	0	Otu00732	rf	102
0.75	0	Otu00315	rf	102
0.75	0	Otu01023	rf	102
0.75	0	Otu00659	rf	102
0.75	0	Otu00728	rf	102
0.75	0	Otu01927_1	rf	102
0.75	0	Otu00340	rf	102
0.75	0	Otu01642	rf	102
0.75	0	Otu00005	rf	102
0.75	0	Otu00817	rf	102
0.75	0	Otu00329	rf	102
0.75	0	Otu01181	rf	102
0.75	0	Otu00802_1	rf	102
0.75	0	Otu00509	rf	102
0.75	0	Otu01351	rf	102
0.75	0	Otu00768	rf	102
0.75	0	Otu00697	rf	102
0.75	0	Otu00717	rf	102
0.75	0	Otu01179	rf	102
0.75	0	Otu00214	rf	102
0.75	0	Otu00891	rf	102
0.75	0	Otu01820_1	rf	102
0.75	0	Otu00464	rf	102
0.75	0	Otu00003	rf	102
0.75	0	Otu00092	rf	102
0.75	0	Otu01853_1	rf	102
0.75	0	Otu00295	rf	102
0.75	0	Otu01003	rf	102
0.75	0	Otu00625	rf	102
0.75	0	Otu00406	rf	102
0.75	0	Otu00151	rf	102
0.75	0	Otu00004	rf	102
0.75	0	Otu00480	rf	102
0.75	0	Otu01092	rf	102
0.75	0	Otu00629	rf	102
0.75	0	Otu00444	rf	102
0.75	0	Otu00173	rf	102
0.75	0	Otu00095	rf	102
0.75	0	Otu00369	rf	102
0.75	0	Otu00194	rf	102
0.75	0	Otu00009	rf	102
0.75	0	Otu00325	rf	102
0.75	0	Otu00483	rf	102
0.75	0	Otu00027	rf	102
0.75	0	Otu00734	rf	102
0.75	0	Otu00048	rf	102
0.75	0	Otu00122	rf	102
0.75	0	Otu00475	rf	102
0.75	0	Otu01138	rf	102
0.75	0	Otu00494	rf	102
0.75	0	Otu00153	rf	102
0.75	0	Otu01708	rf	102
0.75	0	Otu00287	rf	102
0.75	0	Otu00361	rf	102
0.75	0	Otu00233	rf	102
0.75	0	Otu00002	rf	102
0.75	0	Otu00144	rf	102
0.75	0	Otu01036	rf	102
0.75	0	Otu00945	rf	102
0.75	0	Otu00190	rf	102
0.75	0	Otu00205	rf	102
0.75	0	Otu00352	rf	102
0.75	0	Otu00124	rf	102
0.75	0	Otu00885	rf	102
0.75	0	Otu00157	rf	102
0.75	0	Otu00577	rf	102
0.75	0	Otu00043	rf	102
0.75	0	Otu00840	rf	102
0.75	0	Otu01442_1	rf	102
0.75	0	Otu00163	rf	102
0.75	0	Otu01527	rf	102
0.75	0	Otu00011	rf	102
0.75	0	Otu00181	rf	102
0.75	0	Otu00856_1	rf	102
0.75	0	Otu00578	rf	102
0.75	0	Otu00321	rf	102
0.75	0	Otu00638	rf	102
0.75	0	Otu00006	rf	102
0.75	0	Otu00091	rf	102
0.75	0	Otu00050	rf	102
0.75	0	Otu00138	rf	102
0.75	0	Otu00803	rf	102
0.75	0	Otu00447	rf	102
0.75	0	Otu00133	rf	102
0.75	0	Otu01312	rf	102
0.75	0	Otu01480	rf	102
0.75	0	Otu00234	rf	102
0.75	0	Otu00685	rf	102
0.75	0	Otu00712	rf	102
0.75	0	Otu00241	rf	102
0.75	0	Otu00064	rf	102
0.75	0	Otu00879	rf	102
0.75	0	Otu00101	rf	102
0.75	0	Otu01184	rf	102
0.75	0	Otu00191	rf	102
0.75	0	Otu00313	rf	102
0.75	0	Otu00384	rf	102
0.75	0	Otu00058	rf	102
0.75	0	Otu00071	rf	102
0.75	0	Otu00723	rf	102
0.75	0	Otu00363	rf	102
0.75	0	Otu00119	rf	102
0.75	0	Otu01052	rf	102
0.75	0	Otu00980	rf	102
0.75	0	Otu00250	rf	102
0.75	0	Otu00347	rf	102
0.75	0	Otu01971_1	rf	102
0.75	0	Otu00457	rf	102
0.75	0	Otu00645	rf	102
0.75	0	Otu00175	rf	102
0.75	0	Otu00477	rf	102
0.75	0	Otu02365_1	rf	102
0.75	0	Otu00607	rf	102
0.75	0	Otu00213	rf	102
0.75	0	Otu00662	rf	102
0.75	0	Otu00198	rf	102
0.75	0	Otu00029	rf	102
0.75	0	Otu00111	rf	102
0.75	0	Otu00084	rf	102
0.75	0	Otu00093	rf	102
0.75	0	Otu00040	rf	102
0.75	0	Otu00961	rf	102
0.75	0	Otu00192	rf	102
0.75	0	Otu00079	rf	102
0.75	0	Otu00428	rf	102
0.75	0	Otu01164	rf	102
0.75	0	Otu00221	rf	102
0.75	0	Otu00067	rf	102
0.75	0	Otu00466	rf	102
0.75	0	Otu00897	rf	102
0.75	0	Otu00412	rf	102
0.75	0	Otu01283_1	rf	102
0.75	0	Otu00542	rf	102
0.75	0	Otu00871	rf	102
0.75	0	Otu00522	rf	102
0.75	0	Otu00276	rf	102
0.75	0	Otu01105	rf	102
0.75	0	Otu01855	rf	102
0.75	0	Otu00193	rf	102
0.75	0	Otu00706	rf	102
0.75	0	Otu00289	rf	102
0.75	0	Otu01285	rf	102
0.75	0	Otu00572	rf	102
0.75	0	Otu00072	rf	102
0.75	0	Otu00069	rf	102
0.75	0	Otu00209	rf	102
0.75	0	Otu00327	rf	102
0.75	0	Otu00001	rf	102
0.75	0	Otu00110	rf	102
0.75	0	Otu01382_1	rf	102
0.75	0	Otu00902	rf	102
0.75	0	Otu01551	rf	102
0.75	0	Otu00299	rf	102
0.75	0	Otu00737	rf	102
0.75	0	Otu00271	rf	102
0.75	0	Otu00938	rf	102
0.75	0	Otu01553	rf	102
0.75	0	Otu00634	rf	102
0.75	0	Otu00543	rf	102
0.75	0	Otu00396	rf	102
0.75	0	Otu00931	rf	102
0.75	0	Otu01142	rf	102
0.75	0	Otu00132	rf	102
0.75	0	Otu00975	rf	102
0.75	0	Otu00292	rf	102
0.75	0	Otu00288	rf	102
0.75	0	Otu00606	rf	102
0.75	0	Otu00395	rf	102
0.75	0	Otu00118	rf	102
0.75	0	Otu02087_1	rf	102
0.75	0	Otu00604	rf	102
0.75	0	Otu00492	rf	102
0.75	0	Otu00044	rf	102
0.75	0	Otu01196_1	rf	102
0.75	0	Otu00016	rf	102
0.75	0	Otu00017	rf	102
0.75	0	Otu01114	rf	102
0.75	0	Otu00614	rf	102
0.75	0	Otu00748	rf	102
0.75	0	Otu01143	rf	102
0.75	0	Otu00100	rf	102
0.75	0	Otu00115	rf	102
0.75	0	Otu00627	rf	102
0.75	0	Otu00139	rf	102
0.75	0	Otu01594	rf	102
0.75	0	Otu00164	rf	102
0.75	0	Otu00165	rf	102
0.75	0	Otu00907	rf	102
0.75	0	702	rf	102
0.75	0	385	rf	102
0.6	0	Otu00842	regLogistic	100
0.6	0	Otu00480	regLogistic	100
0.6	0	Otu01583	regLogistic	100
0.6	0	Otu00746	regLogistic	100
0.6	0	Otu00884	regLogistic	100
0.6	0	Otu00099	regLogistic	100
0.6	0	Otu00007	regLogistic	100
0.6	0	Otu00191	regLogistic	100
0.6	0	Otu00364	regLogistic	100
0.6	0	Otu00844	regLogistic	100
0.6	0	Otu00734	regLogistic	100
0.6	0	Otu00387	regLogistic	100
0.6	0	Otu00710	regLogistic	100
0.6	0	Otu00151	regLogistic	100
0.6	0	Otu00303	regLogistic	100
0.6	0	Otu00659	regLogistic	100
0.6	0	Otu00416	regLogistic	100
0.6	0	Otu00069	regLogistic	100
0.6	0	Otu00864	regLogistic	100
0.6	0	Otu01021	regLogistic	100
0.6	0	Otu00347	regLogistic	100
0.6	0	Otu00447	regLogistic	100
0.6	0	Otu00458	regLogistic	100
0.6	0	Otu00175	regLogistic	100
0.6	0	Otu00518	regLogistic	100
0.6	0	Otu01637	regLogistic	100
0.6	0	Otu00695	regLogistic	100
0.6	0	Otu01264	regLogistic	100
0.6	0	Otu00378	regLogistic	100
0.6	0	Otu01376_1	regLogistic	100
0.6	0	Otu00165	regLogistic	100
0.6	0	Otu00088	regLogistic	100
0.6	0	Otu01288	regLogistic	100
0.6	0	Otu00249	regLogistic	100
0.6	0	Otu00292	regLogistic	100
0.6	0	Otu00963	regLogistic	100
0.6	0	Otu00629	regLogistic	100
0.6	0	Otu00803	regLogistic	100
0.6	0	Otu00361	regLogistic	100
0.6	0	Otu00840	regLogistic	100
0.6	0	Otu00179	regLogistic	100
0.6	0	Otu00891	regLogistic	100
0.6	0	Otu00693	regLogistic	100
0.6	0	Otu00550	regLogistic	100
0.6	0	Otu01136_1	regLogistic	100
0.6	0	Otu00490	regLogistic	100
0.6	0	Otu01209	regLogistic	100
0.6	0	Otu00537	regLogistic	100
0.6	0	Otu00623	regLogistic	100
0.6	0	Otu00509	regLogistic	100
0.6	0	Otu00639	regLogistic	100
0.6	0	Otu00298	regLogistic	100
0.6	0	Otu00047	regLogistic	100
0.6	0	Otu00666	regLogistic	100
0.6	0	Otu00012	regLogistic	100
0.6	0	Otu00123	regLogistic	100
0.6	0	Otu00016	regLogistic	100
0.6	0	Otu00578	regLogistic	100
0.6	0	Otu00367_1	regLogistic	100
0.6	0	Otu00135	regLogistic	100
0.6	0	Otu01009	regLogistic	100
0.6	0	Otu00163	regLogistic	100
0.6	0	Otu00335	regLogistic	100
0.6	0	Otu01001	regLogistic	100
0.6	0	Otu00193	regLogistic	100
0.6	0	Otu00363	regLogistic	100
0.6	0	Otu00624	regLogistic	100
0.6	0	Otu00808	regLogistic	100
0.6	0	Otu00561	regLogistic	100
0.6	0	Otu00139	regLogistic	100
0.6	0	Otu00289	regLogistic	100
0.6	0	Otu01146_1	regLogistic	100
0.6	0	Otu01039	regLogistic	100
0.6	0	Otu00352	regLogistic	100
0.6	0	Otu00396	regLogistic	100
0.6	0	Otu00945	regLogistic	100
0.6	0	Otu00264	regLogistic	100
0.6	0	Otu00048	regLogistic	100
0.6	0	Otu00299	regLogistic	100
0.6	0	Otu00120	regLogistic	100
0.6	0	Otu00037	regLogistic	100
0.6	0	Otu00246	regLogistic	100
0.6	0	Otu00426	regLogistic	100
0.6	0	Otu00092	regLogistic	100
0.6	0	Otu01143	regLogistic	100
0.6	0	Otu00204	regLogistic	100
0.6	0	Otu00152	regLogistic	100
0.6	0	Otu00306	regLogistic	100
0.6	0	Otu00438	regLogistic	100
0.6	0	Otu00358	regLogistic	100
0.6	0	Otu02475_1	regLogistic	100
0.6	0	Otu00691	regLogistic	100
0.6	0	Otu01392_1	regLogistic	100
0.6	0	Otu00178	regLogistic	100
0.6	0	Otu01083_1	regLogistic	100
0.6	0	Otu00440	regLogistic	100
0.6	0	Otu00625	regLogistic	100
0.6	0	Otu00634	regLogistic	100
0.6	0	Otu00817	regLogistic	100
0.6	0	Otu00402	regLogistic	100
0.6	0	Otu00492	regLogistic	100
0.6	0	Otu01958	regLogistic	100
0.6	0	Otu00101	regLogistic	100
0.6	0	Otu00214	regLogistic	100
0.6	0	Otu00337	regLogistic	100
0.6	0	Otu00072	regLogistic	100
0.6	0	Otu00994	regLogistic	100
0.6	0	Otu00321	regLogistic	100
0.6	0	Otu00083	regLogistic	100
0.6	0	Otu00554	regLogistic	100
0.6	0	Otu00748	regLogistic	100
0.6	0	Otu00228	regLogistic	100
0.6	0	Otu00776	regLogistic	100
0.6	0	Otu00714	regLogistic	100
0.6	0	Otu00185	regLogistic	100
0.6	0	Otu00258	regLogistic	100
0.6	0	Otu00132	regLogistic	100
0.6	0	Otu00915_1	regLogistic	100
0.6	0	Otu00116	regLogistic	100
0.6	0	Otu00001	regLogistic	100
0.6	0	Otu00712	regLogistic	100
0.6	0	Otu00127	regLogistic	100
0.6	0	Otu00316	regLogistic	100
0.6	0	Otu00406	regLogistic	100
0.6	0	Otu00558	regLogistic	100
0.6	0	Otu01253	regLogistic	100
0.6	0	Otu00673	regLogistic	100
0.6	0	Otu01736	regLogistic	100
0.6	0	Otu01351	regLogistic	100
0.6	0	Otu01105	regLogistic	100
0.6	0	Otu00015	regLogistic	100
0.6	0	Otu00327	regLogistic	100
0.6	0	Otu00130	regLogistic	100
0.6	0	Otu01020	regLogistic	100
0.6	0	Otu02280_1	regLogistic	100
0.6	0	Otu00570	regLogistic	100
0.6	0	Otu00754	regLogistic	100
0.6	0	Otu00053	regLogistic	100
0.6	0	Otu00898	regLogistic	100
0.6	0	Otu00220	regLogistic	100
0.6	0	Otu00388	regLogistic	100
0.6	0	Otu01480	regLogistic	100
0.6	0	Otu00259	regLogistic	100
0.6	0	Otu01029	regLogistic	100
0.6	0	Otu01372	regLogistic	100
0.6	0	Otu00810	regLogistic	100
0.6	0	Otu00859	regLogistic	100
0.6	0	Otu00379	regLogistic	100
0.6	0	Otu00444	regLogistic	100
0.6	0	Otu00920	regLogistic	100
0.6	0	Otu00417	regLogistic	100
0.6	0	Otu00137	regLogistic	100
0.6	0	Otu00172	regLogistic	100
0.6	0	Otu00511	regLogistic	100
0.6	0	Otu00284	regLogistic	100
0.6	0	Otu01514	regLogistic	100
0.6	0	Otu00736	regLogistic	100
0.6	0	Otu00046	regLogistic	100
0.6	0	Otu00118	regLogistic	100
0.6	0	Otu00931	regLogistic	100
0.6	0	Otu01230_1	regLogistic	100
0.6	0	Otu00849	regLogistic	100
0.6	0	Otu00192	regLogistic	100
0.6	0	Otu01125	regLogistic	100
0.6	0	Otu00572	regLogistic	100
0.6	0	Otu00630	regLogistic	100
0.6	0	Otu00912	regLogistic	100
0.6	0	Otu00530	regLogistic	100
0.6	0	Otu00882	regLogistic	100
0.6	0	Otu00759	regLogistic	100
0.6	0	Otu00549	regLogistic	100
0.6	0	Otu00434	regLogistic	100
0.6	0	Otu00227	regLogistic	100
0.6	0	Otu00117	regLogistic	100
0.6	0	Otu00809	regLogistic	100
0.6	0	Otu00383	regLogistic	100
0.6	0	Otu00242	regLogistic	100
0.6	0	Otu01241_1	regLogistic	100
0.6	0	Otu01820_1	regLogistic	100
0.6	0	Otu00465	regLogistic	100
0.6	0	Otu00019	regLogistic	100
0.6	0	Otu01176	regLogistic	100
0.6	0	Otu00472	regLogistic	100
0.6	0	Otu01172	regLogistic	100
0.6	0	Otu02087_1	regLogistic	100
0.6	0	Otu00056	regLogistic	100
0.6	0	Otu00143	regLogistic	100
0.6	0	Otu01670	regLogistic	100
0.6	0	Otu00353	regLogistic	100
0.6	0	Otu00131	regLogistic	100
0.6	0	Otu01442_1	regLogistic	100
0.6	0	Otu00113	regLogistic	100
0.6	0	Otu00565	regLogistic	100
0.6	0	Otu01061	regLogistic	100
0.6	0	Otu02208_1	regLogistic	100
0.6	0	Otu01283_1	regLogistic	100
0.6	0	Otu00420	regLogistic	100
0.6	0	Otu00109	regLogistic	100
0.6	0	Otu00077	regLogistic	100
0.6	0	Otu01003	regLogistic	100
0.6	0	Otu00702	regLogistic	100
0.6	0	Otu00742	regLogistic	100
0.6	0	Otu00061	regLogistic	100
0.6	0	Otu00226	regLogistic	100
0.6	0	Otu01122	regLogistic	100
0.6	0	Otu00723	regLogistic	100
0.6	0	Otu00250	regLogistic	100
0.6	0	Otu00038	regLogistic	100
0.6	0	Otu00514	regLogistic	100
0.6	0	Otu00938	regLogistic	100
0.6	0	Otu00181	regLogistic	100
0.6	0	Otu00270	regLogistic	100
0.6	0	Otu02443_1	regLogistic	100
0.6	0	Otu00170	regLogistic	100
0.6	0	Otu01037	regLogistic	100
0.6	0	Otu00245	regLogistic	100
0.6	0	Otu00543	regLogistic	100
0.6	0	Otu00536	regLogistic	100
0.6	0	Otu00105	regLogistic	100
0.6	0	Otu00867	regLogistic	100
0.6	0	Otu01642	regLogistic	100
0.6	0	Otu00129	regLogistic	100
0.6	0	Otu00394	regLogistic	100
0.6	0	Otu00074	regLogistic	100
0.6	0	Otu00183	regLogistic	100
0.6	0	Otu00824	regLogistic	100
0.6	0	Otu00597	regLogistic	100
0.6	0	Otu00028	regLogistic	100
0.6	0	Otu00856_1	regLogistic	100
0.6	0	Otu00860	regLogistic	100
0.6	0	Otu01542_1	regLogistic	100
0.6	0	Otu00134	regLogistic	100
0.6	0	Otu00121	regLogistic	100
0.6	0	Otu00865	regLogistic	100
0.6	0	Otu01456	regLogistic	100
0.6	0	Otu00276	regLogistic	100
0.6	0	Otu01953_1	regLogistic	100
0.6	0	Otu00115	regLogistic	100
0.6	0	Otu00481	regLogistic	100
0.6	0	Otu00240	regLogistic	100
0.6	0	Otu01925_1	regLogistic	100
0.6	0	Otu00569	regLogistic	100
0.6	0	Otu00122	regLogistic	100
0.6	0	Otu00280	regLogistic	100
0.6	0	Otu00871	regLogistic	100
0.6	0	Otu00475	regLogistic	100
0.6	0	Otu00023	regLogistic	100
0.6	0	Otu00251	regLogistic	100
0.6	0	Otu00751_1	regLogistic	100
0.6	0	Otu00086	regLogistic	100
0.6	0	Otu00002	regLogistic	100
0.6	0	Otu00761_1	regLogistic	100
0.6	0	Otu00863	regLogistic	100
0.6	0	Otu00893	regLogistic	100
0.6	0	Otu00315	regLogistic	100
0.6	0	Otu02444_1	regLogistic	100
0.6	0	Otu01197	regLogistic	100
0.6	0	Otu00437	regLogistic	100
0.6	0	Otu00657	regLogistic	100
0.6	0	Otu00541	regLogistic	100
0.6	0	Otu00627	regLogistic	100
0.6	0	Otu00199	regLogistic	100
0.6	0	Otu00084	regLogistic	100
0.6	0	Otu00349	regLogistic	100
0.6	0	Otu00446	regLogistic	100
0.6	0	Otu00897	regLogistic	100
0.6	0	Otu01360	regLogistic	100
0.6	0	Otu01187	regLogistic	100
0.6	0	Otu00529	regLogistic	100
0.6	0	Otu00355	regLogistic	100
0.6	0	Otu00147	regLogistic	100
0.6	0	Otu01071	regLogistic	100
0.6	0	Otu00495	regLogistic	100
0.6	0	Otu00021	regLogistic	100
0.6	0	Otu00970	regLogistic	100
