s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,method,seed
305.5912,00:05:05,24092.84,38389.3,19725.01,19843.9,0,0.43,2596.77,svmRadial,180
311,00:05:10,24284.04,38578.24,19904.16,20025.29,0,0.44,2698.41,svmRadial,181
303.3166,00:05:03,24039.72,38334.89,19690.82,19810.04,0,0.45,2587.81,svmRadial,182
322.9185,00:05:22,24035.43,38330.83,19667.09,19787.17,0,0.45,2501.91,svmRadial,183
308.4441,00:05:08,23923.14,38217.78,19547.14,19668.17,0,0.46,2278.5,svmRadial,184
303.2659,00:05:03,23836.54,38132.43,19489.93,19609.37,0,0.44,2619.95,svmRadial,185
301.175,00:05:01,23857.91,38158.84,19549.6,19667.68,62.13,0.44,2624.18,svmRadial,186
305.5644,00:05:05,24004.61,38300.82,19674.08,19791.32,0,0.43,2610.23,svmRadial,187
306.1046,00:05:06,23960.13,38254.16,19615.78,19734.09,0,0.45,2658.32,svmRadial,188
298.8163,00:04:58,24063.92,38360.74,19716.77,19835.7,0,16.34,2576.97,svmRadial,189
309.2022,00:05:09,24070.24,38365.32,19710.33,19829.43,62.05,0.45,2532.35,svmRadial,190
317.41,00:05:17,24209.04,38504.93,19457.54,19576.54,0,0.45,2859.17,svmRadial,191
310.3566,00:05:10,24098.72,38394.14,19756.85,19875.21,0,0.44,2512.94,svmRadial,192
302.2278,00:05:02,24081.31,38376.32,19697.15,19817.46,0,0.45,2344.12,svmRadial,193
307.9574,00:05:07,24062.67,38358.94,19708.62,19828.57,5.34,0.47,2362.56,svmRadial,194
307.0984,00:05:07,24020.63,38314.82,19627.64,19747.19,0,0.44,2553.51,svmRadial,195
299.146,00:04:59,24005.26,38302.1,19702.3,19820.21,5.34,17.77,2584.56,svmRadial,196
296.6759,00:04:56,24079.88,38376.03,19743.66,19862.67,5.34,35.71,2371.04,svmRadial,197
300.7345,00:05:00,23697.1,37998.27,19422.46,19540.34,0,2.71,2345.95,svmRadial,198
297.5191,00:04:57,24108.57,38404.53,19789.07,19907.28,5.34,22.09,2429.86,svmRadial,199
955.36,00:15:55,43690.53,58113.19,18621.84,19331.14,60.22,2.92,3195.19,xgbTree,100
959.5703,00:15:59,43674.63,58097.14,18308.55,19015.73,0,0.02,3104.38,xgbTree,101
959.8187,00:15:59,43697.32,58119.98,18845.82,19528.37,0,0.02,3102.04,xgbTree,102
958.2302,00:15:58,43715.1,58137.61,17767.92,18473.04,0,0.02,3070.42,xgbTree,103
953.1796,00:15:53,43688.36,58111.02,20113.51,20822.77,0,17.29,3133.5,xgbTree,104
938.6351,00:15:38,43663.51,58086.16,22975.28,23541.97,0,64.6,3175.3,xgbTree,105
924.4505,00:15:24,43679.4,58102.06,18775.05,19454.7,0,0.25,3086.15,xgbTree,106
948.7579,00:15:48,43810.6,58233.25,20669.95,21365.5,0,31.7,3034.8,xgbTree,107
959.0647,00:15:59,43673.18,58095.84,18309.01,19019.4,0,0.04,3112.18,xgbTree,108
964.3218,00:16:04,43674.77,58097.43,18646.08,19332.61,0,0.03,3081.74,xgbTree,109
954.0547,00:15:54,43655.55,58078.21,21414.56,22091.31,0,8.4,3147.08,xgbTree,110
950.3774,00:15:50,43908.48,58331.14,21301.29,21978.18,0,23.17,3179.83,xgbTree,111
921.638,00:15:21,43692.12,58114.77,20719.64,21414.56,0,12.85,3172.17,xgbTree,112
917.8853,00:15:17,43674.92,58097.58,21066.04,21777.16,3.51,31.41,3215.95,xgbTree,113
965.0765,00:16:05,43689.66,58112.32,18723.73,19410.08,0,64.99,3117.09,xgbTree,114
946.7554,00:15:46,43680.7,58103.36,22993.69,23559.64,0,34.86,3155.82,xgbTree,115
1014.619,00:16:54,43737.92,58160.57,18216.46,18955.38,60.22,8.34,3117.38,xgbTree,116
959.9464,00:15:59,43680.84,58103.5,17593.42,18312.2,0,0.01,3095.82,xgbTree,117
951.0737,00:15:51,43699.06,58121.71,21365.59,22071.24,60.22,23.21,3143.13,xgbTree,118
949.1214,00:15:49,43720.3,58142.96,21827.6,22424.41,60.22,30.16,3138.18,xgbTree,119
957.8817,00:15:57,43689.95,58112.61,19095.39,19772.8,3.51,0.02,3104.1,xgbTree,120
956.0045,00:15:56,43677.95,58100.61,18996.98,19705.52,3.51,4.47,3207.11,xgbTree,121
953.9002,00:15:53,44106.2,58559.73,18893.42,19625.71,0,8.04,3130.9,xgbTree,122
1011.3792,00:16:51,43696.6,58119.26,22770.29,23450.58,0,22.45,3165.66,xgbTree,123
969.4597,00:16:09,45060.83,59481.14,23538.1,24189.41,0,61.91,3024.61,xgbTree,124
965.5258,00:16:05,43690.24,58112.9,20696.17,21256.12,3.51,65.03,3081.36,xgbTree,125
954.5493,00:15:54,43696.16,58118.82,20372.05,21048.31,3.51,5.68,3148.54,xgbTree,126
967.8838,00:16:07,43560.17,57977.91,20947.84,21612.63,3.51,64.6,3105.52,xgbTree,127
948.4398,00:15:48,43681.13,58103.79,23061.57,23627.52,3.51,31.67,3153.43,xgbTree,128
961.3467,00:16:01,43675.5,58098.16,17507.38,18226.66,60.22,0.03,2990.07,xgbTree,129
945.0949,00:15:45,43704.55,58127.35,23101.37,23693.88,3.51,43.01,3161.75,xgbTree,130
950.5836,00:15:50,43680.41,58103.07,22684.93,23365.23,3.51,19.66,3135.91,xgbTree,131
959.7749,00:15:59,43678.39,58101.04,18744.44,19423.73,3.51,0.02,3122.7,xgbTree,132
957.5449,00:15:57,43838.84,58261.5,16411.32,17171.57,3.53,0.02,3070.13,xgbTree,133
958.2741,00:15:58,43690.24,58112.9,19004.93,19698.37,3.51,0.02,3085.79,xgbTree,134
958.6342,00:15:58,43674.34,58097,17600.96,18315.13,0,0.04,3088.66,xgbTree,135
965.9061,00:16:05,43666.25,58088.91,20143.41,20744.53,3.51,0.02,3164.15,xgbTree,136
946.9245,00:15:46,43815.1,58266.12,20803.66,21433.58,0,32.07,3145.77,xgbTree,137
957.7207,00:15:57,43675.79,58098.45,19316.36,19992.56,60.22,0.35,3074.22,xgbTree,138
972.9193,00:16:12,43698.05,58120.7,23121.91,23687.7,0,42.4,3163.72,xgbTree,139
1021.6866,00:17:01,44004.62,58427,18837.25,19524.08,60.22,0.04,3074.49,xgbTree,140
961.399,00:16:01,43698.91,58121.71,18496.84,19194.87,0,0.02,3091.08,xgbTree,141
946.699,00:15:46,43698.04,58120.7,21980.25,22576.94,0,33.5,3153.03,xgbTree,142
959.903,00:15:59,43826.06,58248.71,16622.86,17367.6,0,0.03,3112.24,xgbTree,143
954.9217,00:15:54,43705.7,58128.36,21561.78,22237.53,0,7.56,3153.94,xgbTree,144
1010.7088,00:16:50,46271.95,60700.51,22066.8,22710.15,0,22.85,3081.81,xgbTree,145
920.0796,00:15:20,45602.34,60024.71,21077.21,21737.87,0,26.12,3152.4,xgbTree,146
956.433,00:15:56,43673.77,58096.42,19329.43,20006.98,60.22,1.03,3084.99,xgbTree,147
955.766,00:15:55,43698.33,58120.99,18157.2,18865.69,0,0.5,3031.2,xgbTree,148
946.6544,00:15:46,43690.68,58113.33,23087.84,23654.53,0,33.54,3155.37,xgbTree,149
941.6008,00:15:41,43681.42,58104.08,22981.58,23545.79,60.22,52,3170.75,xgbTree,150
914.6549,00:15:14,43690.09,58112.75,21884.64,22479.04,3.51,36.92,3147.79,xgbTree,151
946.44,00:15:46,43874.61,58312.44,20833.87,21463.32,0,33.26,3170.16,xgbTree,152
958.0719,00:15:58,43696.75,58119.4,19163.57,19839.82,0,0.02,3100.32,xgbTree,153
934.8343,00:15:34,43688.36,58111.02,17529.33,18247.83,60.22,0.03,3127.82,xgbTree,154
937.1975,00:15:37,43690.54,58113.18,23227.73,23785.98,0,64.76,3178.36,xgbTree,155
922.3808,00:15:22,43677.67,58100.32,21410.34,22082.61,0,13.63,3187.66,xgbTree,156
959.4818,00:15:59,43691.11,58113.77,18160.52,18870.47,3.51,0.05,3143.79,xgbTree,157
960.9144,00:16:00,43689.09,58111.74,18671.09,19368.33,3.51,0.02,3109.68,xgbTree,158
937.4157,00:15:37,43674.91,58097.57,18496.27,19187.71,0,64.57,3061.64,xgbTree,159
950.6508,00:15:50,43698.91,58121.57,20983.06,21674.33,0,20.49,3137.89,xgbTree,160
953.2393,00:15:53,43667.55,58090.21,19896.61,20606.94,3.51,12.09,3215.15,xgbTree,161
926.7435,00:15:26,43802.94,58225.59,16562.04,17306.25,3.51,0.02,3083.05,xgbTree,162
958.5273,00:15:58,43617.54,58040.2,19112.88,19789.44,0,0.02,3064.64,xgbTree,163
951.4365,00:15:51,43699.92,58122.72,20972.71,21678.68,0,18.81,3152.75,xgbTree,164
921.1841,00:15:21,43681.42,58104.08,20133.87,20839.27,0,21.76,3189.35,xgbTree,165
952.7614,00:15:52,43675.35,58098.01,21390.13,22066.62,3.51,15.45,3134.72,xgbTree,166
955.3916,00:15:55,43689.38,58112.03,21066.52,21741.29,60.22,3.32,3176.33,xgbTree,167
942.1493,00:15:42,43704.84,58127.49,23123.16,23686.25,60.22,42.6,3159.32,xgbTree,168
943.0839,00:15:43,43689.66,58112.32,23118.02,23684.01,0,43.08,3163.33,xgbTree,169
956.6219,00:15:56,43683.01,58105.67,17923.92,18636.11,0,0.02,3118.62,xgbTree,170
950.1977,00:15:50,43672.89,58095.55,22513.43,23192.82,0,26.64,3167.24,xgbTree,171
978.6711,00:16:18,43704.7,58127.35,23224.99,23789.78,0.32,31.73,3154.48,xgbTree,172
951.3967,00:15:51,43680.55,58103.21,22186.73,22868.5,0,23.64,3168.5,xgbTree,173
954.287,00:15:54,43696.89,58119.55,19432.11,20111.62,3.51,6.96,3131.94,xgbTree,174
951.9508,00:15:51,43681.86,58104.52,22059.35,22702.27,0,20.14,3025.34,xgbTree,175
954.4652,00:15:54,43682,58104.66,22204.37,22866.44,0,9.35,3196,xgbTree,176
955.5057,00:15:55,43667.25,58089.91,21634.84,22311.91,60.22,3.21,3162.94,xgbTree,177
937.3526,00:15:37,43690.67,58113.34,18403.19,19095.63,60.22,64.54,3062.74,xgbTree,178
967.8425,00:16:07,43710.91,58133.57,21466.11,22022.14,3.51,64.43,3126.91,xgbTree,179
946.2599,00:15:46,43713.22,58135.88,23273.39,23834.61,3.51,32.95,3112.33,xgbTree,180
943.5922,00:15:43,43689.09,58111.74,21937.67,22529.58,60.22,41.14,3050.55,xgbTree,181
959.6437,00:15:59,43720.88,58143.54,18716.11,19401.84,3.51,0.03,3004.87,xgbTree,182
973.311,00:16:13,43664.22,58086.88,22996.21,23559.83,0,44.57,3152.9,xgbTree,183
942.8278,00:15:42,43690.1,58112.75,23080.76,23646.07,0,44.47,3155.75,xgbTree,184
952.784,00:15:52,43933.48,58356.14,21941.07,22628.34,3.51,11.92,3143.18,xgbTree,185
1026.0035,00:17:06,44196.87,58614.61,22188.04,22842.85,3.51,0.03,3014.2,xgbTree,186
942.6503,00:15:42,43706.42,58129.08,23212.43,23773.08,3.51,49.49,3158.95,xgbTree,187
933.0859,00:15:33,43680.27,58102.93,17563.07,18279.63,60.24,0.02,3067.48,xgbTree,188
959.7813,00:15:59,43674.34,58097,19604.24,20276.78,0,0.02,3113.71,xgbTree,189
960.7435,00:16:00,43673.76,58096.42,19128.06,19802.37,0,0.05,2898.73,xgbTree,190
959.3227,00:15:59,43732.42,58155.08,16401.98,17146.62,3.51,0.03,3077.76,xgbTree,191
922.9254,00:15:22,43719.15,58141.8,20421.41,21128.36,60.22,14.02,3190.01,xgbTree,192
958.4474,00:15:58,43679.83,58102.49,17732.05,18445.62,0,0.02,3074.87,xgbTree,193
950.9117,00:15:50,43859.86,58282.52,19775.29,20518.08,0,25.51,3114.5,xgbTree,194
932.0494,00:15:32,43681.86,58104.52,17573.98,18292.12,0,0.02,3134.09,xgbTree,195
1009.1642,00:16:49,43715.68,58138.33,21359.45,22082.91,60.22,31.63,3115.06,xgbTree,196
960.6104,00:16:00,43690.67,58113.33,17589.3,18303.53,3.51,0.02,3042,xgbTree,197
954.6427,00:15:54,43683.74,58106.39,20204.59,20911.88,0,9.04,3124.36,xgbTree,198
953.8777,00:15:53,43674.34,58097,22102.94,22774.42,3.51,9.56,3123.62,xgbTree,199
